Sample	Sequence length	total_deduplicated_percentage	adapter_content	basic_statistics	per_base_n_content	per_sequence_quality_scores	Encoding	Total Sequences	Sequences flagged as poor quality	kmer_content	overrepresented_sequences	File type	per_base_sequence_content	sequence_length_distribution	Filename	avg_sequence_length	sequence_duplication_levels	per_sequence_gc_content	per_base_sequence_quality	%GC	per_tile_sequence_quality
Sample_PRO1322_PlateB_F4_R2	125-126	26.17608210845942	pass	pass	pass	pass	Sanger / Illumina 1.9	10843972.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_F4_R2.fastq.gz	125.94002363709534	fail	pass	pass	36.0	pass
Sample_PRO1322_PlateB_F5_R1	125-126	21.22226970898723	warn	pass	pass	pass	Sanger / Illumina 1.9	18150928.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_F5_R1.fastq.gz	125.92279221205659	fail	pass	pass	34.0	pass
Sample_PRO1322_PlateB_F5_R2	125-126	21.57758279918185	warn	pass	pass	pass	Sanger / Illumina 1.9	18150928.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_F5_R2.fastq.gz	125.92279221205659	fail	pass	pass	34.0	pass
Sample_PRO1322_PlateB_F6_R1	125-126	25.712791346971976	pass	pass	pass	pass	Sanger / Illumina 1.9	13387117.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_F6_R1.fastq.gz	125.93252453086053	fail	pass	fail	35.0	pass
Sample_PRO1322_PlateB_F6_R2	125-126	24.865271172712255	pass	pass	pass	pass	Sanger / Illumina 1.9	13387117.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_F6_R2.fastq.gz	125.93252453086053	fail	pass	pass	35.0	pass
Sample_PRO1322_PlateB_F7_R1	125-126	25.215913542533652	pass	pass	pass	pass	Sanger / Illumina 1.9	11911658.0	0.0	fail	fail	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_F7_R1.fastq.gz	125.92174724962722	fail	fail	pass	36.0	pass
Sample_PRO1322_PlateB_F7_R2	125-126	24.46743698606813	pass	pass	pass	pass	Sanger / Illumina 1.9	11911658.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_F7_R2.fastq.gz	125.92174724962722	fail	fail	pass	36.0	pass
Sample_PRO1322_PlateB_F8_R1	125-126	30.81931789441471	pass	pass	pass	pass	Sanger / Illumina 1.9	14790686.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_F8_R1.fastq.gz	125.92550818805834	fail	pass	pass	36.0	pass
Sample_PRO1322_PlateB_F8_R2	125-126	30.77666293228075	pass	pass	pass	pass	Sanger / Illumina 1.9	14790686.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_F8_R2.fastq.gz	125.92550818805834	fail	pass	pass	36.0	pass
Sample_PRO1322_PlateB_F9_R1	125-126	37.55578908959169	pass	pass	pass	pass	Sanger / Illumina 1.9	16816620.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_F9_R1.fastq.gz	125.91646704272321	fail	pass	pass	32.0	pass
Sample_PRO1322_PlateB_F9_R2	125-126	37.80939680678687	pass	pass	pass	pass	Sanger / Illumina 1.9	16816620.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_F9_R2.fastq.gz	125.91646704272321	fail	pass	pass	32.0	pass
Sample_PRO1322_PlateB_G10_R1	125-126	21.789048069151782	pass	pass	pass	pass	Sanger / Illumina 1.9	12715717.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_G10_R1.fastq.gz	125.9174427993325	fail	warn	fail	33.0	pass
Sample_PRO1322_PlateB_G10_R2	125-126	20.77828835868578	pass	pass	pass	pass	Sanger / Illumina 1.9	12715717.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_G10_R2.fastq.gz	125.9174427993325	fail	warn	pass	33.0	pass
Sample_PRO1322_PlateB_G11_R1	125-126	34.8741824523098	pass	pass	pass	pass	Sanger / Illumina 1.9	15093363.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_G11_R1.fastq.gz	125.91963792297317	fail	pass	fail	35.0	pass
Sample_PRO1322_PlateB_G11_R2	125-126	34.01321502637021	pass	pass	pass	pass	Sanger / Illumina 1.9	15093363.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_G11_R2.fastq.gz	125.91963792297317	fail	pass	pass	35.0	pass
Sample_PRO1322_PlateB_G12_R1	125-126	25.782080173546795	pass	pass	pass	pass	Sanger / Illumina 1.9	14661166.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_G12_R1.fastq.gz	125.91789193301543	fail	pass	fail	33.0	pass
Sample_PRO1322_PlateB_G12_R2	125-126	25.259442963364148	pass	pass	pass	pass	Sanger / Illumina 1.9	14661166.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_G12_R2.fastq.gz	125.91789193301543	fail	pass	pass	33.0	pass
Sample_PRO1322_PlateB_G2_R1	125.0	100.0	pass	pass	pass	pass	Sanger / Illumina 1.9	1.0	0.0	pass	fail	Conventional base calls	fail	pass	Sample_PRO1322_PlateB_G2_R1.fastq.gz	125.0	pass	fail	pass	32.0	
Sample_PRO1322_PlateB_G2_R2	125.0	100.0	pass	pass	pass	pass	Sanger / Illumina 1.9	1.0	0.0	pass	fail	Conventional base calls	fail	pass	Sample_PRO1322_PlateB_G2_R2.fastq.gz	125.0	pass	fail	pass	40.0	
Sample_PRO1322_PlateB_G3_R1	125-126	93.33906317146541	pass	pass	pass	pass	Sanger / Illumina 1.9	2327.0	0.0	pass	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_G3_R1.fastq.gz	125.91834980661797	pass	warn	fail	35.0	fail
Sample_PRO1322_PlateB_G3_R2	125-126	92.99527288354103	pass	pass	pass	pass	Sanger / Illumina 1.9	2327.0	0.0	warn	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_G3_R2.fastq.gz	125.91834980661797	pass	pass	pass	35.0	fail
Sample_PRO1322_PlateB_G4_R1	125-126	6.653505187955945	pass	pass	pass	pass	Sanger / Illumina 1.9	13367262.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_G4_R1.fastq.gz	125.94496157851923	fail	fail	pass	37.0	pass
Sample_PRO1322_PlateB_G4_R2	125-126	7.292229907941329	pass	pass	pass	pass	Sanger / Illumina 1.9	13367262.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_G4_R2.fastq.gz	125.94496157851923	fail	fail	pass	37.0	pass
Sample_PRO1322_PlateB_G6_R1	125-126	26.818763051472633	pass	pass	pass	pass	Sanger / Illumina 1.9	14808409.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_G6_R1.fastq.gz	125.92377067651225	fail	warn	pass	35.0	pass
Sample_PRO1322_PlateB_G6_R2	125-126	26.836237318306154	pass	pass	pass	pass	Sanger / Illumina 1.9	14808409.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_G6_R2.fastq.gz	125.92377067651225	fail	pass	pass	35.0	pass
Sample_PRO1322_PlateB_G7_R1	125-126	26.010597009037717	pass	pass	pass	pass	Sanger / Illumina 1.9	10923589.0	0.0	fail	fail	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_G7_R1.fastq.gz	125.92316545413783	fail	warn	pass	35.0	pass
Sample_PRO1322_PlateB_G7_R2	125-126	25.512466480073865	pass	pass	pass	pass	Sanger / Illumina 1.9	10923589.0	0.0	fail	fail	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_G7_R2.fastq.gz	125.92316545413783	fail	warn	pass	35.0	pass
Sample_PRO1322_PlateB_G8_R1	125-126	44.978665559770356	pass	pass	pass	pass	Sanger / Illumina 1.9	13224493.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_G8_R1.fastq.gz	125.92502018791949	fail	pass	pass	35.0	pass
Sample_PRO1322_PlateB_G8_R2	125-126	44.41352980311973	pass	pass	pass	pass	Sanger / Illumina 1.9	13224493.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_G8_R2.fastq.gz	125.92502018791949	fail	pass	pass	35.0	pass
Sample_PRO1322_PlateB_G9_R1	125-126	38.894111012431274	pass	pass	pass	pass	Sanger / Illumina 1.9	17441818.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_G9_R1.fastq.gz	125.91400867730646	fail	pass	pass	35.0	pass
Sample_PRO1322_PlateB_G9_R2	125-126	40.08607365897227	pass	pass	pass	pass	Sanger / Illumina 1.9	17441818.0	0.0	fail	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_G9_R2.fastq.gz	125.91400867730646	fail	pass	pass	35.0	pass
Sample_PRO1322_PlateB_H10_R1	125-126	15.35591784487764	pass	pass	pass	pass	Sanger / Illumina 1.9	26271953.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_H10_R1.fastq.gz	125.90894201888987	fail	pass	pass	34.0	pass
Sample_PRO1322_PlateB_H10_R2	125-126	16.08224753488561	pass	pass	pass	pass	Sanger / Illumina 1.9	26271953.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_H10_R2.fastq.gz	125.90894201888987	fail	pass	pass	34.0	pass
Sample_PRO1322_PlateB_H11_R1	125-126	78.94520911452226	pass	pass	pass	pass	Sanger / Illumina 1.9	260072.0	0.0	warn	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_H11_R1.fastq.gz	125.91196284105939	pass	pass	pass	35.0	pass
Sample_PRO1322_PlateB_H11_R2	125-126	79.35201714544988	pass	pass	pass	pass	Sanger / Illumina 1.9	260072.0	0.0	warn	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_H11_R2.fastq.gz	125.91196284105939	pass	warn	pass	35.0	pass
Sample_PRO1322_PlateB_H1_R1	125-126	34.54378127668096	pass	pass	pass	pass	Sanger / Illumina 1.9	10839068.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_H1_R1.fastq.gz	125.92706144107594	fail	pass	pass	36.0	pass
Sample_PRO1322_PlateB_H1_R2	125-126	33.6830773371805	pass	pass	pass	pass	Sanger / Illumina 1.9	10839068.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_H1_R2.fastq.gz	125.92706144107594	fail	pass	pass	36.0	pass
Sample_PRO1322_PlateB_H2_R1	125-126	23.02823011646195	pass	pass	pass	pass	Sanger / Illumina 1.9	14384372.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_H2_R1.fastq.gz	125.917561503554	fail	pass	pass	35.0	pass
Sample_PRO1322_PlateB_H2_R2	125-126	23.36940901743593	pass	pass	pass	pass	Sanger / Illumina 1.9	14384372.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_H2_R2.fastq.gz	125.917561503554	fail	pass	pass	35.0	pass
Sample_PRO1322_PlateB_H5_R1	125-126	33.61941477823114	pass	pass	pass	pass	Sanger / Illumina 1.9	12394486.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_H5_R1.fastq.gz	125.92348807364823	fail	pass	pass	33.0	pass
Sample_PRO1322_PlateB_H5_R2	125-126	33.712983013367634	pass	pass	pass	pass	Sanger / Illumina 1.9	12394486.0	0.0	fail	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_H5_R2.fastq.gz	125.92348807364823	fail	pass	pass	33.0	pass
Sample_PRO1322_PlateB_H6_R1	125-126	88.00656004968558	pass	pass	pass	pass	Sanger / Illumina 1.9	103048.0	0.0	warn	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_H6_R1.fastq.gz	125.9269078487695	pass	warn	fail	35.0	pass
Sample_PRO1322_PlateB_H6_R2	125-126	86.94685971586057	pass	pass	pass	pass	Sanger / Illumina 1.9	103048.0	0.0	warn	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_H6_R2.fastq.gz	125.9269078487695	pass	pass	pass	35.0	pass
Sample_PRO1322_PlateB_H7_R1	125-126	27.384693569014246	pass	pass	pass	pass	Sanger / Illumina 1.9	7360370.0	0.0	fail	fail	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_H7_R1.fastq.gz	125.9307835068074	fail	warn	pass	35.0	pass
Sample_PRO1322_PlateB_H7_R2	125-126	26.90976525033781	pass	pass	pass	pass	Sanger / Illumina 1.9	7360370.0	0.0	fail	fail	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_H7_R2.fastq.gz	125.9307835068074	fail	warn	pass	35.0	pass
Sample_PRO1322_PlateB_H8_R1	125-126	87.18060140069707	warn	pass	pass	pass	Sanger / Illumina 1.9	214600.0	0.0	warn	warn	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_H8_R1.fastq.gz	125.91132805219011	pass	pass	pass	35.0	pass
Sample_PRO1322_PlateB_H8_R2	125-126	87.36271441801895	warn	pass	pass	pass	Sanger / Illumina 1.9	214600.0	0.0	warn	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_H8_R2.fastq.gz	125.91132805219011	pass	pass	pass	35.0	warn
Sample_PRO1322_PlateB_H9_R1	125-126	86.3665580440988	pass	pass	pass	pass	Sanger / Illumina 1.9	344206.0	0.0	warn	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_H9_R1.fastq.gz	125.92142205539706	pass	pass	pass	35.0	pass
Sample_PRO1322_PlateB_H9_R2	125-126	86.53318541585926	pass	pass	pass	pass	Sanger / Illumina 1.9	344206.0	0.0	warn	pass	Conventional base calls	fail	warn	Sample_PRO1322_PlateB_H9_R2.fastq.gz	125.92142205539706	pass	pass	pass	35.0	pass
