Sample	adapter_content	per_sequence_quality_scores	basic_statistics	Total Sequences	File type	per_sequence_gc_content	Filename	per_base_n_content	Sequences flagged as poor quality	per_base_sequence_quality	%GC	sequence_duplication_levels	sequence_length_distribution	total_deduplicated_percentage	per_tile_sequence_quality	per_base_sequence_content	avg_sequence_length	Sequence length	Encoding	kmer_content	overrepresented_sequences
Sample_IPO3917_F3_R2	fail	pass	pass	4185640.0	Conventional base calls	fail	Sample_IPO3917_F3_R2.fastq.gz	pass	0.0	fail	38.0	fail	pass	47.652891878766944	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_F4_R1	fail	pass	pass	7829275.0	Conventional base calls	pass	Sample_IPO3917_F4_R1.fastq.gz	pass	0.0	pass	38.0	fail	pass	38.621382720647965	pass	warn	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_F4_R2	fail	pass	pass	7829275.0	Conventional base calls	pass	Sample_IPO3917_F4_R2.fastq.gz	pass	0.0	fail	38.0	fail	pass	38.21025084367349	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_F5_R1	warn	pass	pass	9983519.0	Conventional base calls	warn	Sample_IPO3917_F5_R1.fastq.gz	pass	0.0	pass	36.0	fail	pass	28.509051454745737	pass	warn	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_F5_R2	warn	pass	pass	9983519.0	Conventional base calls	warn	Sample_IPO3917_F5_R2.fastq.gz	pass	0.0	fail	36.0	fail	pass	28.581278584293692	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_F6_R1	pass	pass	pass	6724818.0	Conventional base calls	warn	Sample_IPO3917_F6_R1.fastq.gz	pass	0.0	pass	36.0	fail	pass	31.745806218927548	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_F6_R2	pass	pass	pass	6724818.0	Conventional base calls	warn	Sample_IPO3917_F6_R2.fastq.gz	pass	0.0	fail	36.0	fail	pass	32.24460512365877	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_F7_R1	warn	pass	pass	5690459.0	Conventional base calls	fail	Sample_IPO3917_F7_R1.fastq.gz	pass	0.0	pass	38.0	fail	pass	43.11548272387115	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_F7_R2	warn	pass	pass	5690459.0	Conventional base calls	fail	Sample_IPO3917_F7_R2.fastq.gz	pass	0.0	fail	38.0	fail	pass	42.771355965395244	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_F8_R1	warn	pass	pass	8831420.0	Conventional base calls	pass	Sample_IPO3917_F8_R1.fastq.gz	pass	0.0	pass	38.0	fail	pass	43.41514725213313	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_F8_R2	warn	pass	pass	8831420.0	Conventional base calls	pass	Sample_IPO3917_F8_R2.fastq.gz	pass	0.0	fail	38.0	fail	pass	43.81878175342124	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_F9_R1	warn	pass	pass	7957219.0	Conventional base calls	pass	Sample_IPO3917_F9_R1.fastq.gz	pass	0.0	pass	34.0	fail	pass	49.57303768153214	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_F9_R2	warn	pass	pass	7957219.0	Conventional base calls	pass	Sample_IPO3917_F9_R2.fastq.gz	pass	0.0	pass	34.0	fail	pass	49.35512621748815	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_G10_R1	fail	pass	pass	33781668.0	Conventional base calls	pass	Sample_IPO3917_G10_R1.fastq.gz	pass	0.0	fail	38.0	warn	pass	62.383050476899236	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_G10_R2	fail	pass	pass	33781668.0	Conventional base calls	pass	Sample_IPO3917_G10_R2.fastq.gz	pass	0.0	pass	38.0	warn	pass	61.60601075570422	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_G11_R1	warn	pass	pass	10959998.0	Conventional base calls	pass	Sample_IPO3917_G11_R1.fastq.gz	pass	0.0	pass	37.0	fail	pass	42.654062893126245	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_G11_R2	warn	pass	pass	10959998.0	Conventional base calls	pass	Sample_IPO3917_G11_R2.fastq.gz	pass	0.0	pass	37.0	fail	pass	41.907187876807434	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_G12_R1	pass	pass	pass	9406576.0	Conventional base calls	pass	Sample_IPO3917_G12_R1.fastq.gz	pass	0.0	pass	36.0	fail	pass	38.075878977300675	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_G12_R2	pass	pass	pass	9406576.0	Conventional base calls	pass	Sample_IPO3917_G12_R2.fastq.gz	pass	0.0	pass	36.0	fail	pass	38.133215263092055	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_G1_R1	fail	pass	pass	7126095.0	Conventional base calls	fail	Sample_IPO3917_G1_R1.fastq.gz	pass	0.0	pass	37.0	fail	pass	47.562726034694165	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_G1_R2	fail	pass	pass	7126095.0	Conventional base calls	fail	Sample_IPO3917_G1_R2.fastq.gz	pass	0.0	fail	37.0	fail	pass	47.588228088070736	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_G2_R1	fail	pass	pass	7859034.0	Conventional base calls	fail	Sample_IPO3917_G2_R1.fastq.gz	pass	0.0	pass	37.0	fail	pass	45.24344639969695	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	fail
Sample_IPO3917_G2_R2	fail	pass	pass	7859034.0	Conventional base calls	fail	Sample_IPO3917_G2_R2.fastq.gz	pass	0.0	fail	37.0	fail	pass	45.20271252261609	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	fail
Sample_IPO3917_G3_R1	fail	pass	pass	7890449.0	Conventional base calls	warn	Sample_IPO3917_G3_R1.fastq.gz	pass	0.0	pass	37.0	fail	pass	38.849845151511076	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_G3_R2	fail	pass	pass	7890449.0	Conventional base calls	warn	Sample_IPO3917_G3_R2.fastq.gz	pass	0.0	fail	37.0	fail	pass	39.291646595404806	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_G4_R1	pass	pass	pass	10301391.0	Conventional base calls	fail	Sample_IPO3917_G4_R1.fastq.gz	pass	0.0	pass	38.0	fail	pass	9.106581610078049	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_G4_R2	pass	pass	pass	10301391.0	Conventional base calls	fail	Sample_IPO3917_G4_R2.fastq.gz	pass	0.0	fail	38.0	fail	pass	10.403750432340393	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_G5_R1	fail	pass	pass	115207240.0	Conventional base calls	pass	Sample_IPO3917_G5_R1.fastq.gz	pass	0.0	fail	38.0	fail	pass	49.32269729673989	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_G5_R2	fail	pass	pass	115207240.0	Conventional base calls	pass	Sample_IPO3917_G5_R2.fastq.gz	pass	0.0	fail	38.0	fail	pass	48.01653772982253	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_G6_R1	pass	pass	pass	6040752.0	Conventional base calls	fail	Sample_IPO3917_G6_R1.fastq.gz	pass	0.0	pass	37.0	fail	pass	36.03233418078652	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_G6_R2	pass	pass	pass	6040752.0	Conventional base calls	fail	Sample_IPO3917_G6_R2.fastq.gz	pass	0.0	fail	37.0	fail	pass	36.42418786281396	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_G7_R1	warn	pass	pass	12316984.0	Conventional base calls	fail	Sample_IPO3917_G7_R1.fastq.gz	pass	0.0	fail	37.0	fail	pass	35.47472612803585	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	fail
Sample_IPO3917_G7_R2	warn	pass	pass	12316984.0	Conventional base calls	fail	Sample_IPO3917_G7_R2.fastq.gz	pass	0.0	fail	37.0	fail	pass	34.65772423301357	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	fail
Sample_IPO3917_G8_R1	warn	pass	pass	14409063.0	Conventional base calls	pass	Sample_IPO3917_G8_R1.fastq.gz	pass	0.0	pass	37.0	fail	pass	48.51762477298603	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_G8_R2	warn	pass	pass	14409063.0	Conventional base calls	pass	Sample_IPO3917_G8_R2.fastq.gz	pass	0.0	fail	37.0	fail	pass	49.17661400766826	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_G9_R1	warn	pass	pass	10580448.0	Conventional base calls	pass	Sample_IPO3917_G9_R1.fastq.gz	pass	0.0	pass	37.0	fail	pass	36.57008015484763	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_G9_R2	warn	pass	pass	10580448.0	Conventional base calls	pass	Sample_IPO3917_G9_R2.fastq.gz	pass	0.0	pass	37.0	fail	pass	35.94731767704304	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_H10_R1	pass	pass	pass	7989029.0	Conventional base calls	pass	Sample_IPO3917_H10_R1.fastq.gz	pass	0.0	pass	35.0	fail	pass	22.119286486406633	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_H10_R2	pass	pass	pass	7989029.0	Conventional base calls	pass	Sample_IPO3917_H10_R2.fastq.gz	pass	0.0	pass	35.0	fail	pass	22.307509491503392	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_H11_R1	warn	pass	pass	9393511.0	Conventional base calls	pass	Sample_IPO3917_H11_R1.fastq.gz	pass	0.0	pass	37.0	fail	pass	31.940075872648183	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_H11_R2	warn	pass	pass	9393511.0	Conventional base calls	pass	Sample_IPO3917_H11_R2.fastq.gz	pass	0.0	pass	37.0	fail	pass	31.991038813465277	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_H12_R1	fail	pass	pass	102883852.0	Conventional base calls	warn	Sample_IPO3917_H12_R1.fastq.gz	pass	0.0	fail	39.0	fail	pass	40.23800943642838	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_H12_R2	fail	pass	pass	102883852.0	Conventional base calls	pass	Sample_IPO3917_H12_R2.fastq.gz	pass	0.0	fail	39.0	fail	pass	39.089419462435785	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_H1_R1	warn	pass	pass	5778597.0	Conventional base calls	pass	Sample_IPO3917_H1_R1.fastq.gz	pass	0.0	pass	38.0	warn	pass	51.66624874461247	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_H1_R2	warn	pass	pass	5778597.0	Conventional base calls	pass	Sample_IPO3917_H1_R2.fastq.gz	pass	0.0	fail	38.0	warn	pass	51.71964233597255	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_H2_R1	warn	pass	pass	6095884.0	Conventional base calls	pass	Sample_IPO3917_H2_R1.fastq.gz	pass	0.0	pass	37.0	fail	pass	37.16452143617428	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_H2_R2	warn	pass	pass	6095884.0	Conventional base calls	pass	Sample_IPO3917_H2_R2.fastq.gz	pass	0.0	fail	37.0	fail	pass	37.54635040484376	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_H3_R1	fail	pass	pass	5850455.0	Conventional base calls	fail	Sample_IPO3917_H3_R1.fastq.gz	pass	0.0	pass	37.0	fail	pass	30.891490432179815	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_H3_R2	fail	pass	pass	5850455.0	Conventional base calls	fail	Sample_IPO3917_H3_R2.fastq.gz	pass	0.0	fail	37.0	fail	pass	31.0318148084285	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_H4_R1	fail	pass	pass	55638873.0	Conventional base calls	pass	Sample_IPO3917_H4_R1.fastq.gz	pass	0.0	fail	40.0	fail	pass	40.73350676007772	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_H4_R2	fail	pass	pass	55638873.0	Conventional base calls	pass	Sample_IPO3917_H4_R2.fastq.gz	pass	0.0	fail	40.0	fail	pass	39.913047506282744	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_H5_R1	warn	pass	pass	10672487.0	Conventional base calls	warn	Sample_IPO3917_H5_R1.fastq.gz	pass	0.0	pass	35.0	fail	pass	31.84429832074094	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_H5_R2	warn	pass	pass	10672487.0	Conventional base calls	warn	Sample_IPO3917_H5_R2.fastq.gz	pass	0.0	fail	35.0	fail	pass	32.36578558941228	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_H6_R1	warn	pass	pass	8084045.0	Conventional base calls	fail	Sample_IPO3917_H6_R1.fastq.gz	pass	0.0	pass	37.0	fail	pass	27.211191028926603	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_H6_R2	warn	pass	pass	8084045.0	Conventional base calls	warn	Sample_IPO3917_H6_R2.fastq.gz	pass	0.0	fail	37.0	fail	pass	27.346354092408387	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	warn
Sample_IPO3917_H7_R1	warn	pass	pass	4757254.0	Conventional base calls	fail	Sample_IPO3917_H7_R1.fastq.gz	pass	0.0	fail	37.0	fail	pass	46.27979762287208	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	fail
Sample_IPO3917_H7_R2	warn	pass	pass	4757254.0	Conventional base calls	fail	Sample_IPO3917_H7_R2.fastq.gz	pass	0.0	fail	37.0	fail	pass	45.79197393001199	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	fail
Sample_IPO3917_H8_R1	warn	pass	pass	11528402.0	Conventional base calls	pass	Sample_IPO3917_H8_R1.fastq.gz	pass	0.0	pass	36.0	fail	pass	41.861418877715785	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_H8_R2	warn	pass	pass	11528402.0	Conventional base calls	pass	Sample_IPO3917_H8_R2.fastq.gz	pass	0.0	pass	36.0	fail	pass	40.88335790390398	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_H9_R1	warn	pass	pass	4399885.0	Conventional base calls	pass	Sample_IPO3917_H9_R1.fastq.gz	pass	0.0	pass	37.0	fail	pass	47.70522497618705	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
Sample_IPO3917_H9_R2	warn	pass	pass	4399885.0	Conventional base calls	pass	Sample_IPO3917_H9_R2.fastq.gz	pass	0.0	pass	37.0	fail	pass	47.95483211670164	pass	fail	126.0	126.0	Sanger / Illumina 1.9	fail	pass
